,newDesk,commentBody
6034,OpEd,"You're right, he does deliver.  A very short list that I can come up with in five minutes: (1) Tax cuts that will blow up the national debt while directly benefiting only already-wealthy Americans in any significant way; (2) the ludicrously unqualified and self-serving Cabinet members he has appointed -- meaning nearly all of them -- and the damage that has been/will be done re levels of pollution, public schools, consumer protection, etc., (3) a marked uptick in international disrespect among our allies based on widespread international comments re the disruption of the Paris &amp; trans-Pacific obligations, the ludicrous number of demonstrable administration falsehoods, the perception that the country being run by FOX-instilled tweets and that the man's mind has unsettling similarities to a weather vane, etc.<br/><br/>Perhaps one of his most significant ""deliveries"" is the exposure of a minority of Americans of their stubborn adherence to the idea that putting America First means sticking it to Democrats, ridiculing higher education and the positions/opinions of others unlike themselves (especially europeans or others from different cultures) and otherwise blaming anyone or anything other than themselves for their being treated ""unfairly"" (the redefining of which would be another of his deliveries).  That Trump will be a cure is a testament to deliberate ignorance and wishful thinking."
6035,OpEd,"Of course Trump's behavior is going to get worse. There is no one to stop him. The best we can hope for is the end result of Mueller's report, which hopefully finds collusion with Russia. And then for Treason by Trump and cohorts to be tried and convicted for committing Treason.<br/>As far as the Nobel Peace Prize, this should go to South Korea's President Moon Jae-in. His invitation to North Korea to participate in the Olympics is what opened the door for the chance of peace on the Korean Peninsular "
6036,OpEd,"My suggestion is that you accept reality for what it is.  The headlines today suggest that there may actually be a nuclear deal with North Korea.  Assuming that you're like most people in the world and think that a nuclear North Korea is dangerous, then you should be happy if this is true.  On the other hand, it seems clear that so many things our government does never really is delivered as advertised.  So, maybe Trump can buffoon his way into a peace agreement.  Or maybe it'll be a little more like the tax plan:  not much in the way of peace, but a whole lot in the way of gifts to business interests.  Meanwhile, see what happens and then analyze the results."
6037,Editorial,Another vote for Justice Kennedy to put off retirement. 
6038,Editorial,"America deserves Trump and all he will bequeath. <br/><br/>As an immigrant child, America is not even close to the beacon on the hill.  America is a mediocre country, full of ignorant people with a few intelligent ones brought in to keep the machines running."
6039,Editorial,"The legitimacy of the courts, especially the Supreme Court, has eroded, but the Times conveniently ignores the roots of this erosion, probably because of the role the Times has played in encouraging it.  It was the Democrats, fully supported by the Times, who made Bork a verb, after telling us for years that a judgeâs philosophy should not matter, only his or her credentials.  Then the Democrats, supported by the Times, conducted the first partisan filibuster to prevent a judicial appointment, which was against a Miguel Estrada, a conservative Hispanic.  Then the Democrats, encouraged by the Times, made the partisan filibuster a standard procedure for preventing judicial appointments by President George W. Bush.  Then when Republicans adopted the tactic of the judicial filibuster pioneered by the Democrats, the Democrats changed the rules of the filibuster in the middle of a legislative term by a simple majority vote.  While the Times rings its hands over the Republicans ending the filibuster for Supreme Court nominees, the editorial board supported the Democrats ending it for other judicial nominees.  What this history makes clear is that the Times cares not a whit for the integrity of the courts as institutions that should be afforded some insulation from politics and ideology.  They only care about making the court as liberal as possible, which is their right, but please spare us the crocodile tears for the Courtâs legitimacy."
6040,Editorial,"Unless Dems win the Senate in 2018, DJT will pick two more SCOTUS justices.  Game over.<br/><br/>Thanks Bernie supporters that did NOT vote for HRC. You really showed us with your Yosemite Sam logic. May your student loans haunt you for the rest of your life. God knows, your voting decisions will haunt me the rest of my life, and probably have changed all humanity from bad to worse. <br/><br/>A simple binary choice had to be made and to quote Robert Di Niro, âyou blew itâ.<br/><br/><a href=""http://www.newsweek.com/bernie-sanders-trump-2016-election-654320"" title=""http://www.newsweek.com/bernie-sanders-trump-2016-election-654320"" target=""_blank"">http://www.newsweek.com/bernie-sanders-trump-2016-election-654320</a>"
6041,Editorial,What a moronically written piece of editorial garbage.  Oh stay until you die your high honor cause you are (today) the only thing keeping the unwashed in their place.  Oh it's so frightening out there and we don't want to share our space with others not like us.
6042,Editorial,"What a silly editorial. It's almost juvenile. <br/><br/>No one knows what's going to happen today, tomorrow, or next week. Two justices could die either in their sleep or in an accident. <br/><br/>Both would have to be replaced, wouldn't they? <br/><br/>This all goes back to the Democrats, who can not accept the poor choice they made by selecting Mrs. Clinton to run in 2016 largely because it was ""her turn."" You sow what you reap."
6043,Editorial,"To someone from outside the US, this article merely confirms that the Court is a hopelessly political one.  The only reason you want Kennedy to stay is so that he can give you the outcomes you want!   Perhaps a conservative appointment will help return the Court to its rightful place: deciding disputes according to law.  "
6044,Editorial,"Please stay, Justice Kennedy, some of us murmur, as if you were leaving The Gates of Troy, but perhaps it is about taking hope away with you for our Country if you were to leave now.  We have lost our sense of direction and policy of governance in these troubled times afflicting our Nation. <br/><br/>'Devastated' is a word that comes to mind when thinking of a Great American.  Her family was a conservative one; and representative of the hard work and values that it takes to be a staunch believer in our Constitution.  Kennedy was her last name, and she would have been eighty this coming May.  She would have been in disbelief over our current State of Affairs, and she knew her history.<br/><br/>There are few Americans left with your power and honesty to do Right for The People, and as I write in sorrow, Mother Nature joins in a torrent of rain."
6045,Editorial,"""I would think Ginsburg....would be next to retire.""  Do you remember what the right wing god Charlton Heston said about his gun?  Something about 'prying it out of my cold, dead hands'?  Yes.  Exactly that.  Think the Bench being 'the gun' and you get my drift.  She ain't leaving."
6046,Editorial,Merrick Garland was not an ideologue. Samuel Alito is.  Kennedy is not. We need balance rather than feudalism. The Neil Gorsuch appointment was a travesty of  justice. A good Justice leaves his or her partisanship at the door and looks out to protect the constitution and the people...all of them.
6047,OpEd,"A boor is still a boor, no matter if your name is Trump or Knoll. Singing your own praises? I don't care who does it or how they do it, it's revolting. JK Rowling was a gigantic success without the  excessive ego display. People like her get my respect and admiration.  Self promoters like you, Ms Knoll? Where's my air flight bag. "
6048,OpEd,"Because you're a woman, blind ambition is supposed to be less nauseating. Got it. Don't agree with it. <br/><br/>Congrats on being a success so far.  I have no doubt you are  fully capable of achieving your aims.  Then you can attend great parties in Beverly Hills or the Hamptons with other cultural luminaries who share your values. Say hi to Martin Skreli, Donald Trump, 50 Cent, Kim Kardashian, Stephen Cohen, Bill Ackman, Betsy Devos, Dimon, Henry Paulson, Steve Mnuchin, Pruitt, Martha Stewart, Darren Aronovsky, and that little twit speaker of the house, whose name, thank the gods, I have forgotten for the moment. I cannot even imagine how much fun you are going to have with all those other equally charming people, discussing the important work you all do.<br/><br/>But, yeah, exploiting people will probably make you feel better than the poor feel while being exploited. What a world. What a jerk."
6049,OpEd,"I read Ms Knoll thinking she was a black woman championing the rights of underserved people, like a Jessica Knoll I know. In that light, the world in which we support one another, her writing is surprising, refreshing and a self aware counterpoint about the role of money in the US. <br/><br/>The righteous liberal comments (and Iâm a lefty liberal) seem off key. Build one another up. Let her have success.<br/><br/>Iâd love to live in a world where women, of any color, were so successful it was commonplace, and weâd shrug at their fixers. "
6050,OpEd,"Wow. This spoke to me, and I so needed to hear it while facing a big decision in my life path. I am a writer and lawyer who relocated from Arkansas to SoCal, carrying big goals with me. I wrote my first sci fi novel a few years ago, and walked away from writing to focus on law. I am preparing to publish more this year. I always felt I had to bury my ambition so as not to come off too strong and offend people, causing them to question who I think I am. It's a question that made me second-guess myself and undermine my worth. As a result, I shrank myself and tried to fit, or bury my goofy, quirky, creative personality, so I could seem ""cooler"" or ""more chill"". This piece was not only refreshingly relatable, but helped give me the motivation I need in my big decision. I will definitely reach out to this writer."
6051,OpEd,"Well, It's a relief to hear a woman just say this out loud.  <br/><br/>Consider the months (hmm,make that years-) of Hillary Clinton's catch 22: trying to win power while also trying to look like she wasn't ""power hungry"" ( cold, a shrew, a b --ch ).  <br/><br/>Note: yours is NOT the first generation of women to feel that they were supposed to do everything well without - god forbid - offending anyone.  But the doors have been opened wider, and the choices are greater.<br/><br/>As someone who went into a traditional ""women's"" career, because of a devotion to the idea that ""helping people""  was the reason to be - I have to say that It dawned on me very late that ""helping "" might be more effective if I had made money with which to fund worthy projects or people. And have more control over my own life. <br/><br/>I'd love to understand more about how you were so determined so early.  How did you develop an unshakable belief in your abilities and worth?  <br/><br/>As you probably know,there's a body of psychological work that points to girls - even ones<br/> who seemed highly motivated, with distinct interests and personal goals - abandoning their most personal dreams around the time they hit puberty. That may be about being accepted, but the underlying reason may be that they accurately perceive real antagonism directed at them for ""standing out."" <br/><br/>This isn't solely about pursuit of material success,<br/>but about unapologetically following your dreams, and redefining success on your own terms. "
6052,OpEd,"Many of the comments here are in fact saying exactly what you are saying.  But you're all wrong.  Some people may have this double standard, but many others find similar sentiments by men equally ""crass."""
6053,OpEd,"ââQueerâ includes everybody,â<br/><br/>Not I. I reject the word. I prefer to be called ""homosexual"" if anything. That and ""LGBT"" are like nails on a chalkboard. The so-called culture of an urban ghetto was never to my liking. Those personifications made my coming out harder. I'm a country homo. And yes, I don't want that past world back."
6054,Games,"This one broke my streak, partially because I decided to churn through 8 of the Women of Letters puzzles over third shift Sunday, rather than continue to bang my head on this stumper. Finally finished Tuesday."
6055,Games,"For once, the theme became obvious to me as soon as I had filled in WATER CLOSET FIELDS, probably because ""The Bank Dick"" is still one of my most favorite movies.  I first saw it as a teenager, almost 80 years ago, and I laughed nonstop through the entire film.  WATER CLOSET is a truly apt choice for the meaning of Mr. Fields' initials.<br/>Thanks, Mr. Wentz, for the memory."
6056,Games,Began this puzzle last night knowing I wouldn't finish it before bedtime. I came to a complete halt with about half filled in. Then this morning I returned to it. Looked at 1a and filled in the blanks. Looked at the next open space and filled in the blanks. And so it went. Made me think of audreylm's comment yesterday about taking breaks during solving and returning with a fresh outlook. <br/><br/>My favorite theme answer was the WC FIELDS one; I responded with an out loud chuckle laugh. I'm still reeling though over the whole antemeridian ANTE MERIDIEM information. 
6057,Games,"I loved this.  What a complete solving experience!  Cracking vague clues, smiling at clever clues (RYE, STATUE, ITALIC, SIRS).  Huge aha at finally getting a theme answer well into the solve, then glee at successfully attacking others right away.  Placing in a slew of lovely words (SIT WELL, WAFTED, PILAFS, WHAMMY, COWL, JINN, WOODEN as clued, PELT, REMISS).<br/><br/>Then, afterward, noticing the food-loving crosses (FETISH/COOKIE, JOY/OMELET, MEATY/HAMM), and related word-pairs -- COMMIT and INSANE, WOODEN and STATUE, and ISAIAH and RUTH.  Plus the unrelated but somehow to me related ""S and M"" and"" P and A"".<br/><br/>It's clear that Peter took much care in crafting the grid and clues.<br/><br/>Great theme idea, using unrelated abbreviations, and a great overall solving experience.  IMO, a Sunday feast, and I'm sated.  Thank you Peter!"
6058,Games,"Wow - A.M. really doesn't stand for ""ante meridian"".  Turns out that ""ante meridiem,"" two words, is where the abbreviation comes from.  ""Antemeridian"" one word, means something closely related, but different.   That's some fine edutainment for a Sunday crossword!<br/><br/>I didn't get the theme until I had the whole puzzle done.  Well, maybe I was still trying to figure out how to deal with ante meridian and esa, and who the heck Dr. Nom was.<br/><br/>I agree with folks questioning P.C. Lab.  I've never heard that term - of course when I was studying computer science back in the 70s at Texas A&amp;M, our ""computer lab"" consisted of a room full of IBM keypunch machines and a card reader."
6059,Games,"I agree with David. All of the phrase meanings that the theme entries are based on, (W.C. Fields, PT boat, AP news, PC lab,  and P.S. I love you) have absolutely nothing to do with the definition. So why should AM (amplitude modulation) radio have to have an accurate relationship to the clue? Each of the initialled phrases, including AM radio is a ""thing"". That is all that matters as regards this theme."
6060,Foreign,We were going to invade?
6061,Foreign,Why trust  the US...under the current regime in DC?
6062,Foreign,"I seriously doubt that Donald Trump has the depth of knowledge or understanding to alter the relationships of the region.  The Chinese, Russians, Japanese and South Koreans can manage this without him, and probably would rather.<br/><br/>But whatever happens, Donald will claim victory.  However, not so much victory as to discommode the Nobel Committee."
6063,Foreign,"I believe the only reason that the North Korean leader would even consider giving up the nuclear weapons is because it DOESN'T WORK!    Given his past actions, this nut job gives up nothing and will do whatever he can go gain an edge."
6064,Foreign,"""To every complex problem, there is a solution that is clear, simple and wrong.""  Guess it's your lucky day.  "
6065,Business,"What I see, is the GOP and conservatives in general, getting in an offended uproar, when they should be used to it, since their president is the main purveyor of offensive tweets.  <br/><br/>It's not so funny when they are the target, or when they are in the forefront and when they have become is fodder for comedians.  Trump didn't want to go, because he's not funny, ever (excluding his fake tan) that's funny. <br/><br/>So if those who support Trump are upset, well to that I say, the truth must hurt, even when someone tries to make it funny. "
6066,Business,"Humour for a humourless administration. <br/><br/>Why is it that those with the most prejudiced of agendas, most divisive of thoughts canât take a joke. <br/><br/>If they werenât so aware of their horrible, one-sided intentions they might have time to laugh. <br/><br/>But then, they wouldnât be so horrible. <br/><br/>Itâs comedy. It was made it personal when the administration stopped caring about its fellow man. <br/><br/>If anything, the fact the Republicans canât laugh only makes this easier. "
6067,Business,"It was a roast, the jokes are supposed to be harsh.  Contrary to what ""journalist"" Brian Kilmeade said, I found Ms. Wolf's routine funny.  I did not understand Mika B's complaint that a ""wife and mother"" was ""humiliated on national television for her looks.""  I did not hear any insults of Sarah's looks plus Sarah was not roasted for being a wife and mother, she was roasted for her professional position.  For all of these women crying that Sarah is owed an apology, an apology for what?  Do women want to be equal or not?  You can't demand to hold the same positions and responsibilities as men and at the same time, demand to be placed on the ""wife and mother"" delicate pedestal.  Pick a side and stick to it."
6068,Business,"When you have a filthy president doing filthy adulterous acts, you get filthy jokes. We have no one else to blame but ourselves.  We knew he was filthy when some of us voted for him."
6069,Business,"What a shame that ""Uncle Tom"" is used as an insult.  Uncle Tom was a man of great character, a hero.  Sadly, I guess most people haven't actually read Stowe's book and probably don't know the first thing about it."
6070,Business,"Why does the comedy gig have to be vulgar and offensive? <br/><br/>Looks like Wolf spelled the last of WHCD.<br/><br/>How come she did not realize she was not roasting on Comedy Central? If it is kosher for this black woman to make fun of the way White Sanders look, why is not ok for Trump to comment on Rosie O'Donnell's bulk? Or, for any other Conservative comedian to comment on the way Michelle Obama looks?"
6071,Business,"A woman speaking to the vile, vulgar, repulsive and lying behavior we experience on a regular basis!  Shut her down!  She bombed!  Destroy her career!  And, the women journalists/reporters who chastised her!  Their careers!  Their access to power!  To interviews!  They have to show that they are more genteel, need to be liked, need approval and be patted on the head!"
6072,Business,"To the NYTimes: Donald Trump isn't going to like you anyway, so please stop acting all outraged on his behalf. Or on the behalf of his spokesmonster. Or whatever."
6073,Business,"Cue the false outrage.<br/><br/>Michelle Wolf is a great comedian, and if anyone had taken the time to research her performances they would have discovered that she is challenging and controversial. Good comedy usually is.<br/><br/>And, bless their hearts, Conway and Sanders should not have been surprised to be made the butt of jokes at this event. Conway's reaction was hilarious. She looked as if she wanted her superpower to be lightning bolts she could whip at Wolf. <br/><br/>Sanders was stoic, and deserves praise for sitting there and taking it, rather than huffing and puffing and storming out like some self-righteous lawmakers apparently did.<br/><br/>And contrary to one prevailing narrative, Wolf did not mock anyone's looks. She mocked their behaviour. Those who interpret what she said as an attack on Sanders' looks need to look inside themselves and try to understand what it is about Sanders that made them think that."
6074,Business,Maggie Haberman's comment--jumping to Sanders defense and falsely claiming that Wolf attacked Ms. Sanders looks-made me lose some respect for both the NY Times and Haberman's professionalism.  Did Haberman jump to Sanders defense because Sanders is a source of information for her expose type articles on the White House?  Why did the NY Times in this article quote Andrea Mitchell and Mika but not Haberman's misreading of Wolf's comments?
6075,Business,"I think you should probably have a sense of humor before you start lecturing on humor. Immaculate grace? If by grace you mean lying every single day to the American people, then sure. This comic performance will stand the test of time a lot longer than this hypocritical outrage of yours. "
6076,Business,So very well said. 
6077,Business,Are you a member of the Washington press corps? No? Then it's not your event and so perhaps really not of much consequence whether you see the point. It's quite likely the Washington Press Association neither sees the point of not has any interest in whatever corporate or professional function you attend annually to kick back and blow off some steam.
6078,Metro,"""...Well, there is a bridge heaven,â Mr. Cuomo continued. âBridge heaven is you spend all your life above the water serving people and then you go to bridge heavenââ which he added â âis you go below the water...<br/><br/>Building on our governor's uplifting allegory, there is a car hell - for any cars caught on a bridge called to bridge heaven unexpectedly...<br/><br/>So I don't get sent to NYS governor hell, let me plead for clemency...<br/><br/>Taxes were driving me out of NYS - but our governor's<br/>good works could just get me to stick around...<br/><br/>PS<br/><br/>There's also subway purgatory - but that's now strike two for me...<br/><br/>.....<br/><br/>Kudos, governor... "
6079,Metro,"I think the new bridge deserves to be called the Tappan Zee Bridge. Pete Seeger certainly didnât speak for me. And for that matter, neither did Mario Cuomo.<br/><br/>Anyway, native New Yorkers will never call it the Cuomo Bridge, same as no one calls the Triborough Bridge, RFK; or Sixth Avenue, Ave of the Americas."
6080,Foreign,"I hope they enjoy the trip back home, or Mexico!  There is no room at this INN, we are full!"
6081,Foreign,"These people are ""fleeing violence"" in Honduras and asking for asylum in our country, while waving the Honduran flag. Why are they such boosters of Honduras if they've just walked a thousand miles to get away from the place?<br/><br/>In any case, enough of the cute pictures of their pitiful kids! They need to take their flags and their kids back to their own country"
6082,Business,"What trade war?  Our representative is on his way to China this week.  Aren't you jumping the gun just a little by proclaiming, ""Trade Armageddon""?"
6083,Culture,"Kids playing kick the can once seems to serve as much purpose as kids pushing around plastic wobbles, only at a fraction of the cost, which was nothing.  I'm sure the design consultants appreciate the contracts though, which really is more who this is for.  "
6084,Culture,"The concern is not really over being invaded by ""hipsters."" The concern is over the very real mass compulsory evictions that have been occurring on the East Side of Los Angeles for over two years now.  These evictions, not invading hipsters, are the primary driving force behind the changing culture of the neighborhood (and, of the huge spike in the homeless population).  The people who support the local businesses and culture are booted out en masse, and replaced by those who can afford triple the rent.  This eventually triples the rent on all the remaining businesses.  That, combined with the sudden displacement of their patrons forces the local businesses out soon after.  This is not happening ""over time"" -- this is happening Over Night.  Literally.  The truly sad thing is that the residents who have done the heavy lifting of caring for and improving the neighborhood do not reap the benefits of their hard work.  They're harshly kicked to the curb.<br/><br/>By closely observing the tidal wave of ""gentrification"" heading their way, Boyle Heights residents have wisely learned to work to protect their neighborhood from changing too quickly.  The goal is to do exactly what you suggest -- let the neighborhood change over time and not overnight."
6085,Business,"And Cleveland (NE Ohio) is not on their list. NE Ohio has abundant quality, affordable housing areas. In addition, the best of all the 20 finalists (of which Cleveland did not make) attractions for their employees. Arts are top rated in US, including the Cleveland Museum of Art and Cleveland Orchestra. Attractions great, with the Rock Hall, Great Lakes Science Museum and sports teams all along the Great Lake Erie. World class colleges, including Case Western Reserve University. Some of the finest chefs in the US, with Michael Symon leading the way.  Could someone ask Amazon how could they leave out NE Ohio (Cleveland) from the finalists! It should be the slam-dunk choice!"
6086,Business,"I agree with your politics but question your method. Does 'shunning' really work to change the culture of a place? Think about how transformative it would be to have an influx of Amazon workers into a Georgia, North Carolina, or Tennessee ... Maybe if the country were better integrated, then the bastions of prejudice would start dying out more quickly."
6087,Politics,"Kucinich's ties to Assad should disqualify him from showing his face in public, much less running for office, and I say that as an uber-Berniecrat."
6088,Politics,"    Bernie has split the Democratic Party often and he is not even a Democrat!<br/>   He has caused a lot of trouble influencing young voters with impracticalities that wonât work right now.<br/>I give him credit for being an idealist but this is NOT an ideal world.<br/>    I will always blame him for damaging Hillary Clintonâs campaign<br/>     Bernie is very old, should shut up,  butt out and stop feeding fodder to the Republicanâs  grist mill.<br/>Even conservative Democrats are alienated by him.<br/>Go away Bernie!"
6089,Politics,Only men think it's OK to toss reproductive rights under the bus. 
6090,Politics,"Hum, you do know she voted to confirm Ben Carson, right? Before you dismiss Kucinich, take a good look at his record and policy. You may want to keep an open mind."
6091,Games,"HUMPH.  Iâll be BRIEF.  This puzzle wasnât for AMATEURs, with its tricky AMDIAL, TVWIFE, and TEENA Marie.<br/><br/>TOLDYA it couldnât get INANER than this ESSAY on underwear!"
6092,Games,"That was definitely a fun way to start the day. From the first, LEGAL BRIEFS, I was on board. Usually I go completely through the across clues before beginning the downs. This time I did a lot of switching back and forth and finished faster than usual. Hardly any hesitations though I was a little surprised at ASH GRAY. I only knew of ASH Blond.<br/><br/>Interesting that we can chuckle at men's undergarments but not women's. What does that say? And do I want to know?"
6093,Games,"Talk about getting your undies all in a bunch! Love that Bruce was able to find five types of underwear to create this fun Monday romp. Clever wordplay abounds in both the clues and answers. My favorite was DISCJOCKEYS. <br/><br/>Is MOVIESHORTS a subtle shout out to editor Will?<br/><br/>Thank you, Bruce Haight, for such a great start to our week!"
6094,Games,"Always nice when puzzles have a day-to-day connection, and this grid goes from ANTZ to ANTZWERP, and from ANTIMERIDIEM_RADIO to AM_DIAL. Gives a body a sense of continuity.<br/><br/>Delightful group of Monday themers that get in a twist at their very foundation; nicely distributed, though some might say they're in a bit of a bunch. Great anticipation for what the next one would be -- I didn't predict a single one of them.<br/><br/>Tangentially, I appreciated the literary subtext, what with (1-3) Shakespeare's HAMLET, POE's Annabel LEE, and a nod to Ogden Nash, who famously left no stone unturned, no TERNS unstoned, and (while sketching at the beach) no stern untoned.<br/>There's also (4) an allusion to  Kurt Vonnegut: his ""Mother Night"" was given me way back in '68, and on the first page he introduces a character named Khashdrahr Miasma(sp?). When I realized that sounds out as CASHDRAWER Miasma, I was hooked on Vonnegut for life.<br/>Finally, there's (5) ARIANA Fallaci, the antithesis of the POST-TRUTH journalist. She apparently liked to say she had a degree in solitude from the Sorbonne.<br/><br/>What with the Fruit of the Loom-ish theme, maybe someone will consider a musical link to ""STEP-INS Out With My Baby""<br/><a href=""https://www.youtube.com/watch?v=5g742gWRA8E"" title=""https://www.youtube.com/watch?v=5g742gWRA8E"" target=""_blank"">https://www.youtube.com/watch?v=5g742gWRA8E</a><br/><br/>Too bad we couldn't have LONG JOHN SILVER worked in Captain Underpants"
6095,Games,"What came to mind, doing this puzzle, was the Woody Allen movie in which he becomes a Central American dictator and decrees during a balcony speech that all men will be required to wear their underwear outside their pants.  "
6096,Games,"ITD, SOSO, EWW, OHYAY, TOLDYA, WHOA, HUMPH, and AAH were INANER answers.  Hoping next time for a FEW, not a SLEW.<br/><br/>And more of the usual treacherous suspects with DNA/RNA and TSAR/CZAR.<br/><br/>âGross!â = EWW<br/>âHow relaxing!â = AAH<br/>âStop right there!â = WHOA<br/>âWell, I never!â = HUMPH<br/>âWoo-hoo!â = OHYAY<br/>âSee, I was right!â = TOLDYA<br/>âIndubitably!â only garners a YES?<br/>(deserves a couple more letters for YOWZA?)<br/><br/>Nice theme."
6097,Games,"""All three games ended in overtimes."""
6098,Games,"""I'm not really a wife but I'm paid to play one on TV."""
6099,Games,When Iâm wrong I admit it. I sit corrected.
6100,Metro,"Back when the (now-departed) Josie's restaurant on the Upper West Side first opened - I complained to a waitress about gravelly dirt in the vegetables on my plate. She cheerfully and loudly informed me that there was dirt in the vegetables because they were ORGANIC! <br/><br/>As the restaurant grew up (and scrubbed its greens better), it became our favorite place to eat and my toddler became the Mayor of Josie's - downing a breakfast burrito and a side of avocado in the blink of an eye, and singing to Beatles tunes on every visit.<br/><br/>Come back, Josie's, we miss you!"
6101,Foreign,"As an American non-Jew, the conflict kind of reminds me of the current state of affairs with black - white relations here.   The Arab Palestinian culture of eternal exploitation and victimization of its citizens to benefit the âleadershipâ is a losing strategy but apparently, the only game theyâve got.  I donât identify with that. But I do respect Israelâs culture of success and resilience. And unlike some Christians and Muslims, Jews donât proselytize. "
6102,Foreign,The most remarkable aspect is that world leaders still believe they can talk of peace when Gazans are confined to this open air prison. Palestinians must have a sovereign homeland that has both rights and responsibilities that are guaranteed and enforced by the UN.  
6103,Foreign,"Killings like this, if done by any other country in the world, would cause an international crisis and UN intervention. The oppression of the Palestinian people will only stop when the US stops sending billions in aid to Israel, allowing the expansion of the settlements and stealing of Palestinian land.  "
6104,Foreign,"The NY Times is still working on how to blame Israel for the Syrian bombing of Palestinians as well as blaming Israel for the fall of Rome, the rain in Spain, black holes in space, and the meteor that killed the dinosaurs. "
6105,Editorial,Itâs high time to get these self-righteous pandering to the religious right mean white men out of power.
6106,Editorial,"Dear Editors,<br/>I am puzzled.  Why are you still expecting facts to have anything to do with any position taken by this administration?"
6107,Editorial,This was a terrible idea from day one.  Another terribly flawed policy Obama tried on our country in his failed too far to the Left campaign.  This is exactly why he energized people and voted his policies out
6108,Editorial,"Facts cannot avail against this president. This decree, like all Trump decrees, is a reflection of his psychology, his fears of nonbinary gender, and inadequate sense of masculinity. Because of his own cowardice in not serving, he can't bear the thought that someone who doesn't meet his definition of ""true manhood"" might display more valor. That's all this is aboutâTrump's own insecurities."
6109,Editorial,"Rene,<br/><br/>Transgender people are not an âideologyâ. They are people.<br/><br/>Get your facts straight. Suicidal ideation (not completed suicides) is much higher than that of the general population, and completed suicides are higher for untreated trans individuals, but treated individuals have suicide rates no larger that the general population.<br/><br/>High rates of suicide ideation are a direct result not of gender dysphoria per se, which is treatable, but from pervasive, endemic hostility, discrimination, and violence.<br/><br/>Like so many other angry posters here, you cite âfactsâ from right-wing outlets, rather than peer-reviewed scientific research. How about you give those sources a try? Then, maybe, youâll know what you are talking about."
6110,Editorial,"They used to say the same thing about allowing non-whites into the military.  I give you the Tuskegee Airmen who as African American fighter pilots in WWII did not allow German fighters  to shoot down one single American bomber.  I give you  Sally ride, astronaut.  I point out Captain  Tammie Jo Shults, former USAF fighter pilot who recently safely landed the commercial airplane that had an engine fail. Race, and gender are irrelevant in the ability to serve our country. "
6111,Editorial,"As an Italian growing up in a suburb with few Italians, I was constantly associated with caricatures of my heritage: Vito Corleone, Tony Manero and TV depictions brusque, loudmouth working-class goombahs who talked with their hands and always eating spaghetti and meatballs. Most of what I experienced personally was good-natured ribbing, but I was stereotyped nevertheless. I took it in stride, even laughed along, and it never made me question my self-worth. My family instilled pride in my heritage that no one could detract from. Comedy to a certain extent plays off stereotypes. I have no less affection and respect for South Asians because of Apu. Heâs brought me joy and laughter, like the Italian stereotypes of yesteryear brought joy to others. I wish we could relax just a little and laugh at ourselves without making a federal case of every slight and provocation. Weâd be so much happier as a society."
6112,Editorial,"If you want examples of ""kicking down"" in the Simpsons then look to Ralph Wiggum (funny looking child with learning disability), Cletus (slack jawed yokel living in poverty with dozens of offspring), Herman the Vietnam vet amputee, and at least several others I won't bother listing. But like with Apu they're not done with mal-intent or else it just wouldn't be a popular show.<br/><br/>What's nice about Apu is he's just a regular guy in the community in a lot of episodes (actually much smarter and more reasonable than most characters). One episode he's the ice hockey coach, another he's in Homer's barbershop quartet, one episode is about him cheating on his wife, and sometimes he's just another guy at the bar or ballgame. "
6113,Editorial,"Of course, I'm sure Mr. Bajaj has no problem with the show's constant mockery of white people, men, Republicans, conservatives, corporatists, and Christians. Why does Apu have to go? There is nothing offensive about him, at least nothing that's any more offensive than Ned Flanders, who for years has been the show's way of making fun of white, American Christians. And all that stuff about Indian representation on TV is silly. This is the United States, not India. It's not the show's fault that Indian-Americans are only 1% of the country's population. <br/><br/>The show has been declining in quality for almost two decades, but if Apu goes then they should just end it completely. "
6114,Editorial,"So. Now what? Often times I see people of color demand this change or that change. Today, ""White privliage"" is the world they like to use since White folks are forbidden to disagree with it. Yet, here we are. Apu is now voiceless and the people from S.E. Asia should be content. Right? Yet, what is the end goal? A place where everything you see, read or hear is full of diversity? What if people don't want that? Numbers prove this is a fact, Are they racist? Do they just smile in agreement then vote for Trump or his kin when no one is looking? "
6115,Editorial,"Please note that in this program, which is a satire after all, everyone has an exaggerated voice.  Poor Barney, the sad drunk, Marge, with her raspy housewife caricature, Chief Whiggam who sounds like a man imitating Edward G. Robinson. . .poorly,  and don't forget Homer, the all American idiot.  What Apu knows, is that it his exaggerations that help make him beloved, and very American in this character driven comedy."
6116,Editorial,"I guess nobody bothered to click and read the link on blackface, which was invented and plead by whites in America to demean and ridicule blacks, slave and free, I America from 1830 through the 1940s. This gave poor whites (actually all whites) a racist sense of superiority that still causes white police to murder unarmed blacks almost 80 years later. Similarly, making fun of Apu's accent, dress, and mannerisms and lowly employment at a chain convenience store gives the white, ""American"" audience a pleasurable feeling of superiority. And this has gone on and on for 30 years! Enough already."
6117,Editorial,I am offended by Homer's stereotypical working class oafishness. Someone owes me an apology.
